[2026-02-13 12:03:16] Cleaned: Emp 24 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 24 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 24 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 25 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 25 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 25 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 25 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 25 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 25 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 25 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 25 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 25 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 26 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 26 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 26 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 26 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 26 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 26 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 26 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 26 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 26 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 27 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 27 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 27 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 27 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 27 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 27 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 27 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 27 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 27 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 28 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 28 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 28 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 28 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 28 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 28 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 28 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 28 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 28 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 29 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 29 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 29 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 29 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 29 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 29 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 29 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 29 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 29 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 30 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 30 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 30 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 30 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 30 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 30 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 30 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 30 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 30 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 31 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 31 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 31 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 31 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 31 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 31 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 31 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 31 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 31 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 32 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 32 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 32 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 32 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 32 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 32 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 32 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 32 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 32 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 33 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 33 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 33 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 33 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 33 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 33 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 33 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 33 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 33 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 34 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 34 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 34 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 34 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 34 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 34 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 34 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 34 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 34 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 35 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 35 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 35 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 35 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 35 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 35 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 35 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 35 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 35 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 36 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 36 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 36 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 36 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 36 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 36 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 36 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 36 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 36 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 37 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 37 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 37 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 37 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 37 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 37 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 37 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 37 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 37 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:17] Cleaned: Emp 38 Week 0 - Aggregated 2 records, deleted 1 duplicates
